sentiment 0-negative 1-positive 2-neutral,text,lang,"0,1,2"
,Marvel Remembers the Legacy of Stan Lee https://t.co/kiWMOIHFwb,en,
,Remembering Stan Lee | NYT News https://t.co/LqRqbTWokg,in,
,"@OzanTurkekul @TheRealStanLee @TomHolland1996 @BryanCranston @MarvelStudios @tomholland as Stan Lee aged 18-31,… https://t.co/gF99Zo9LFV",en,
,"@BleacherReport @thecheckdown My God, Villanueva looks like a Stan Lee Super hero.",en,
,RT @MariMoon: R.I.P. Stan Lee. Obrigada pelos muitos personagens e heróis incríveis que conhecemos na Marvel e nos fizeram tanto sonhar! 😢…,pt,
,RT @TheWeirdWorld: Stan Lee is now every bit as immortal as the heroes he created.,en,
,"All I really need right now is Ben Hardy, Evan Peters, and Stan Lee in the same photo https://t.co/7QUvr0SsT6",en,
,RT @Emulate_Me: GIVE STAN LEE BACK @jesus https://t.co/suQLvfyYFo,en,
,RT @50NerdsofGrey: So long Stan Lee - the man who turned generations of children worldwide into superheroes. Thank you for your cameo appea…,en,
,"RT @yedamized: looking for yg treasure box mutuals! rt if you stan the following:

-bang yedam
-kim junkyu
-choi hyunsuk
-kim seunghun
-lee…",en,
,"RT @SalAbbinanti: #StanLee Mural just created in South #LosAngeles  #SundayFunday #SundayMotivation #SundayThoughts 
#StanLeeForever #NuffS…",en,
,"RT @KeyaMorgan: Life is so short. If you woke up today, you are blessed. Appreciate your friends &amp; loved ones. I lost 4 dear friends in jus…",en,
,RT @bigbangtheory: In loving memory of Stan Lee. It was an honor to have him on The #BigBangTheory. Thank you for being a real life super h…,en,
,RT @QuiteShallow: Portrait of Stan Lee https://t.co/rcskrza4kg,en,
,"I published my new episode 19- talking about Stan Lee, please check it out.
https://t.co/Y9WjF6whzZ",en,
,"RT @eunbithequeen: Hello, a new fan acc come to wizoneland♡

I need wizone mutuals, please rt/likes if you stan
☆kwon eunbi
☆miyawaki sakur…",tl,
,RT @ItsTerrifiCon: Decorating the Marvel side of the tree with a new ornament for Stan! Excelsior! #Marvel #StanLee @therealstanlee https:/…,en,
,I wasn’t prepared for Stan Lee to have a little cameo in wreck it Ralph 2 and I immediately started crying so that was fun.,en,
,"o stan lee gosta tanto da gente que ele MORREU pra gente não ter q ver esquadrão suicida na globo 

e eles ainda vão passar",pt,
,"RT @Ravesbot: RIP Stan Lee, Real life Super Hero",en,
,RT @Luchrised: SWING ON BY WEBHEADS!! TO EXCELSIOR AND BEYOND!!#spiderman #SpiderManps4 #MarvelsSpiderMan #LiveStream #LetsPlau #StanLee #E…,en,
,"I begin the countdown for @csbg at @cbr of the 100 Greatest Stan Lee Stories Ever Told! 

https://t.co/tKdI3myjjh",en,
,"Neta me encantó Wi-fi Ralph, más la parte de las princesas😍❤️! Y eso que no soy muy fan de ellas jaja hasta stan lee sale jaja",es,
,UnOfficial Podcast Ep. 11 | Stan Lee Passing // Detective Pikachu // Red Dead Redemption 2 Online: https://t.co/In8FpBjwo7 via,en,
,"RT @Brian_Cronin: I begin the countdown for @csbg at @cbr of the 100 Greatest Stan Lee Stories Ever Told! 

https://t.co/tKdI3myjjh",en,
,You'll be shocked at what is said in this episode from @DinnerPodcast. Stop what you're doing and listen now.… https://t.co/SnvrW7Y5WA,en,
,RT @BSpodNetwork: You'll be shocked at what is said in this episode from @DinnerPodcast. Stop what you're doing and listen now. #DaredevilS…,en,
,"RT @raccoon_mighty: @ZappyLocomotive Jack Kirby is Ben Grimm, Stan Lee is J. Jonah Jameson. &amp; Steve Ditko is Peter Parker.",en,
,RT @MariMoon: R.I.P. Stan Lee. Obrigada pelos muitos personagens e heróis incríveis que conhecemos na Marvel e nos fizeram tanto sonhar! 😢…,pt,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,Stan Lee was at last years ACE comic con and listening to him speak was a highlight of my year. This year just won’t feel as great 😞,en,
,RT @RealEOC: RIP Stan Lee https://t.co/pYtgG7R2Ef,en,
,"NEW!! Bundle #PS4 Slim 1TB w/ #SpiderMan Game! #Marvel Sony #PlayStation4 Stan Lee #eBay
⏰ Ends in 5h
💲 Last Price… https://t.co/OdvWkegFAB",en,
,Amazing Spider Man 3 CGC 4.0 SS Stan Lee Origin 1st app Doctor Octopus https://t.co/cCXHqK5olv https://t.co/cafaP83N2W,en,
,"🚨Auction ending tonight!!!🚨 

X-Men #35 CGC 8.5 SSx2 Stan Lee and Tom Holland signed!!!

🕷Spider-Man meets the X-Me… https://t.co/XuLkZ3yRRb",en,
,"RT @joss: Stan Lee created a universe where, if a character was beloved enough, they could never really die.

Now THAT’S thinking ahead.…",en,
,RT @rickeypurdin: Grabbed a Stan Lee story tonight from every staffer who came out tonight. Overwhelmed by his reach. Literally asked every…,en,
,"RT @heroinitiative: Stan Lee was, of course, a great friend of Hero Initiative. But more broadly and more importantly, he was a great frien…",en,
,"RT @muyinteresante: Además de los 300 personajes que creó, #StanLee ha pasado a la hisotria del cómic por cómo cambió las formas en que se…",es,
,"RT @tanookizeus: ✑ hello! i'm a new stan account and i need mutuals so rt if you stan
- shinee 
- day6
- nct
- monsta x
- seventeen
- ateez…",en,
,RT @TurmadaMonica: Excelsior! #StanLee https://t.co/HqT7Zvqbj6,en,
,RT @StephenAtHome: Last night we had to cut a bit for time. Here’s the full remembrance of Stan Lee. https://t.co/VjvjTrD2mK,en,
,"Stan Lee needs to make a comic, It’s been awhile",en,
,"Official design Stan Lee Marvel thank you for the memories shirt, hoodie, long sleeve https://t.co/jBKTLdT6di https://t.co/5fsfYIyhKs",en,
,"RT @9GAG: Stan Lee, thank you for giving us amazing heroes. https://t.co/i8OhfUUx85",en,
,"RT @tyrantaeyong: “you dont get it, cos youre a taeyong stan” this bs is getting old, whats new? yall dont know how it is to be someones fa…",en,
,"RT @didichandouidou: RIP Stan Lee, merci d'avoir fait rêver tant de générations 💜 https://t.co/gcx4Obrk49",fr,
,"RT @bpdmarvel: NEW!! Bundle #PS4 Slim 1TB w/ #SpiderMan Game! #Marvel Sony #PlayStation4 Stan Lee #eBay
⏰ Ends in 5h
💲 Last Price USD 330.0…",en,
,RT @SuperVault: Stan Lee é homenageado em linda arte de rua em Los Angeles. #StanLeeForever #Marvel https://t.co/NnUXIHw02H,pt,
,Stan lee sale en wifi ralph :'(,ht,
,"RT @dreamysuns: — markhyuck au

where twitter stan lee dongyuck wakes up in an alternate universe where he’s a member of his favorite band…",en,
,"RT @the_stew_is_Stu: All I really need right now is Ben Hardy, Evan Peters, and Stan Lee in the same photo https://t.co/7QUvr0SsT6",en,
,@MilaMiCali @beingTSJ @JakesTakes @JeremyAdamRoss I have a damn issue. #marvel,en,
,¿Para que quiero que Juan Gabriel este vivo? A mí devuélveme a Stan Lee diosito ☹️,es,
,A inicios de los años sesenta la historieta era más bien vista (por la élite cultural) como un subproducto de la cu… https://t.co/2Mf0CgZej7,es,
,"RT @verne: en  marzo murió Stephen Hawking; en abril, Avicii; en agosto, Aretha Franklin; en septiembre, Burt Reyno… https://t.co/7ZDknI2RwL",es,
,RT @Tobjizzle: Rest in Peace Stan Lee 🙏🏿❤️,en,
,RT @TheTasteOfALiar: Rest in Peace Stan Lee https://t.co/MW90d35DZc,en,
,RT @aryasteinfeld: STAN LEE ON WRECK IT RALPH I'M- https://t.co/ofekKKKJYg,en,
,"@wrongrogers Stan Lee: ""I don't feel so Fucking good guys...""",en,
,"A vida nunca está completa se nao há desafios.
                                         Stan Lee(presidente da Marv… https://t.co/rj8COzfclJ",pt,
,"RT @buse_chris: BACK THEN... THEY SIMPLY DIDN'T GET IT
Cap gets his own title (again) and they continued the numbering from the title this…",en,
,"@nickoesposito9 Lqs otras de hulk, es entretenida y si te gustan ese tipo de pelis esta buena para pasar el rato, p… https://t.co/B3DnNfUbvD",es,
,RT @comicsandpanels: Stan Lee was progressive and big-hearted. His political beliefs were often expressed in his column “Stan’s Soapbox.” S…,en,
,"Our upcoming podcast on the great #StanLee is a fun one. Good memories, great banter and look at even the strangest… https://t.co/1nzAC2SxCz",en,
,"RT @buse_chris: SHE WHO WIELDS THE SHIELD!
Sharon Carter saves the day. This was truly forward thinking!

""The Sleeper Strikes!""
CAPTAIN AM…",en,
,"RT @comicsandpanels: &lt;thread&gt; Stan Lee's Super Supper, by Dan Avenell! 
Marvel creator Stan Lee is surrounded by his co-creations in a Last…",en,
,"RT @brendonisdead: rest in peace, Stan Lee (1922-2018) https://t.co/6Ia0tVcwFc",en,
,RT @Marvel: Marvel and The Walt Disney Company salute the life and career of Stan Lee and offer our undying gratitude for his unmatchable a…,en,
,The short Stan Lee appearance in 'Reck It Ralph 2' bruh :((( https://t.co/T3bc09mJBH,en,
,"RT @MaximoDelirio: Yo:  te extraño....

Mi cerebro:
No veas el video
No veas el video
No veas el video
No veas el video
No veas el video
No…",es,
,Stan ya no lee.😢 https://t.co/QQJa8S9n5x,in,
,"RT @camrenbicondova: The time I was blessed enough to meet Stan Lee, I didn't know who he was. I just knew he was a legend &amp; he knew who I…",en,
,This was the wall after day 1 of #MCMBirmingham #StanLee https://t.co/t6aoziXjcE,en,
,RT @Itsyaboih2: LISTEN!! S04E03-In Memory Of Stan The Man https://t.co/yuCA14tqu8 #Podcast #drunkcomicsfans #RIP #StanLee #Podbean,en,
,RT @chrishemsworth: RIP my friend. Thank you for the incredible adventures your stories took all of us on. My love and support goes out to…,en,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,"RT @joss: Stan Lee created a universe where, if a character was beloved enough, they could never really die.

Now THAT’S thinking ahead.…",en,
,"RT @joss: Stan Lee created a universe where, if a character was beloved enough, they could never really die.

Now THAT’S thinking ahead.…",en,
,RT @MarvelStudios: “No one has had more of an impact on my career and everything we do at Marvel Studios than Stan Lee. Stan leaves an extr…,en,
,RT @RealHughJackman: We’ve lost a creative genius. Stan Lee was a pioneering force in the superhero universe. I’m proud to have been a smal…,en,
,RT @StephenAtHome: Last night we had to cut a bit for time. Here’s the full remembrance of Stan Lee. https://t.co/VjvjTrD2mK,en,
,RT @fallenkiing: Spiderman fighting Jesus to get Stan Lee back https://t.co/ofF7swrDdY,en,
,RT @Itsyaboih2: LISTEN TO OUR LATEST EPISODE!! S04E03-In Memory Of Stan The Man https://t.co/yuCA14tqu8 #Podcast #drunkcomicsfans #RIP #Sta…,en,
,"RT @jimmykimmel: At age 7, I drew this weird portrait of Stan Lee and asked my Mom to send it to him. Thankfully she didn't because 30+ yea…",en,
,"RT @SalAbbinanti: #StanLee Mural just created in South #LosAngeles  #SundayFunday #SundayMotivation #SundayThoughts 
#StanLeeForever #NuffS…",en,
,RT @Kevfeige: No one has had more of an impact on my career and everything we do at Marvel Studios than Stan Lee. Stan leaves an extraordin…,en,
,😩😭😭😭,und,
,"RT @gameone: La #TEAMG1 rend hommage à Stan Lee !
#StanLee https://t.co/xh08Oi3sHh",fr,
,Descansa en paz Stan Lee (1922-2018) https://t.co/GC5OOGuIoQ,es,
,"Non, je ne pleure pas,non.. Non ce n'est pas beau,non..",fr,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,"RT @SalAbbinanti: #StanLee Mural just created in South #LosAngeles  #SundayFunday #SundayMotivation #SundayThoughts 
#StanLeeForever #NuffS…",en,
,De lo mejor la participación de las princesas de Disney en #WIFIRALPH con todo y el camejo de Stan Lee! Hay un mont… https://t.co/uDNVqE1v3I,es,
,RT @sh2jw: RIP StanLee😭 #rip #stanlee @TheRealStanLee https://t.co/Ah5RkkKr9T,tr,
,RT @Maniklite: Stan Lee's last cameo https://t.co/UaH3fprNfX,en,
,RT @CBR: How Spider-Man: The Animated Series Translated Stan Lee &amp; Steve Ditko's Classic Stories https://t.co/W20jBDRLGy https://t.co/ie8Ay…,en,
,yes i am short and yes i love stan lee https://t.co/FsoEsYYdyQ,en,
,"RT @aegyochangjae: but how white is he that he really goes around looking like ice/winter characters 

we stan a lee (i)c(e)hangsub https:/…",en,
,"RT @fuckn_marvel: thank you for this incredible universe Stan Lee ♥️

https://t.co/NL2chtYohm",en,
,RT @rudymancuso: Thank you Stan Lee. https://t.co/SuyITpTfuq,en,
,"SNEAK PEEK: Stan Lee's ""Stripperella"" https://t.co/oAGjhgA1d9",en,
,"RT @collectsideshow: Excelsior.
https://t.co/rXzocaFmTI",en,
,RT @RealPaigeWWE: RIP Stan lee ❤️ https://t.co/YfizL9gJ6A,en,
,"@Great_Katzby Sounds like your toxic vile jealousy is eating you up. What kind of vile person are you? Labelling ""a… https://t.co/VPNiKy0pWc",en,
,RT @ValeeGrrl: I wish men got as upset about women being sexually assaulted as they do about someone insulting Stan Lee,en,
,RT @DragonBall: RIP to the legend stan lee https://t.co/i0UosnENaq,en,
,"RT @valkyriesblog: ‘The Marvel Cinematic Universe is possibly the most successful franchise to ever exist, and its history dates back decad…",en,
,RT @quierolatenight: Este chico acaba de pasarse el @MurciasereManga ¡Precioso homenaje a Stan Lee! El futuro está en buenas manos ¡EXCELSI…,es,
,RT @RobertBEnglund: RIP Stan Lee.  You created a MARVELous universe of characters for us. And stood up for your fellow cartoonist rights. h…,en,
,R.I.P to that Whole Legend! #Stanlee here’s him and his creations that people don’t speak too much about. But were… https://t.co/o0H8VQYukL,en,
,RT @OfficialKat: Stan Lee. A gentleman and a genius. It was an honor to be a small part of his universe. Rest In Peace. https://t.co/iZNtQR…,en,
,"RT @Gr3n1nj4L0rd: @N202_ First Apu, then Mr. Game &amp; Watch, then Stan Lee, and now this?! What’s next? They’re gonna find candy canes racist?",en,
,It would be soo dope if @TheSims would immortalize @TheRealStanLee in the sims with a superhero expansion and put S… https://t.co/56QMHFZMly,en,
,RT @TerryAlec: R.I.P to that Whole Legend! #Stanlee here’s him and his creations that people don’t speak too much about. But were amazing!…,en,
,"pintura de gratidão a @therealstanlee 🙏🖤

#stanlee  #streetart #fanart #dereklaufman #ripstanlee #jefsu #spiderman https://t.co/qeH3T6UjWu",pt,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,Será acaso que el cameo de #StanLee en #WIFIRALPH haya sido puesto de último momento por su partida o ya estaría he… https://t.co/G72kzsPn2Z,es,
,me voy a poner ver el documental de stan lee porque tengo ganas de llorar,es,
,Stan Lee no pantera 🤩♥️,es,
,RT @TerryAlec: R.I.P to that Whole Legend! #Stanlee here’s him and his creations that people don’t speak too much about. But were amazing!…,en,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,"SNEAK PEEK: ""Stan Lee's Lucky Man"" https://t.co/UdWwwKhaD3",en,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,Me gustó un video de @YouTube https://t.co/tNRFOiaM02 MARVEL CONFIRMA LA GENIAL TEORÍA sobre LOS CAMEOS de STAN LEE en LAS,es,
,I liked a @YouTube video https://t.co/KLCHQtU03W COMO DIBUJAR A STAN LEE / HOMENAJE,es,
,I added a video to a @YouTube playlist https://t.co/KLCHQtU03W COMO DIBUJAR A STAN LEE / HOMENAJE,en,
,"RT @valkyriesblog: ‘The Marvel Cinematic Universe is possibly the most successful franchise to ever exist, and its history dates back decad…",en,
,RT @jicooooooooo: 👍 https://t.co/gWPwy7EUYr,und,
,What Entrepreneurs Can Learn From Marvel Master Stan Lee https://t.co/nFcN0wEwrS https://t.co/0Vr9tHeJcH,en,
,"Just putting it out there...Stan Lee's birthday...Avengers 4 trailer
@Russo_Brothers #freescreeningtickets if I'm right 😂🙏🤞",en,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,@BeamSplashX Learn that your dreams and goals are reachable and that often your day in the sun will only come with… https://t.co/3s4ez0k1lj,en,
,"@TheKasodus so hey i'm that guy who supports ruben sim and i try to cameo in each of his videos
would you say i'm l… https://t.co/JYwCNXWC3L",en,
,"RT @aegyochangjae: but how white is he that he really goes around looking like ice/winter characters 

we stan a lee (i)c(e)hangsub https:/…",en,
,@Damucifer Stan lee appearing during the convo,en,
,"RT @s8n: Rip Stan Lee, thanks for making this cruel world a happier place 😔",en,
,"@mutable_me I just found today Stan Lee banned multiple question marks in marvel comics, you two would have gotten along",en,
,RT @fallenkiing: Spiderman fighting Jesus to get Stan Lee back https://t.co/ofF7swrDdY,en,
,"RT @AbRazaq: RIP Stan Lee. 
Your unique brand of story telling and your humour will be missed 😥💐 https://t.co/Ea2Onm1aq4",en,
,@BeamSplashX Stan Lee only started to see results when he was much older and when it happened he had years of indus… https://t.co/FY3NI816D5,en,
,"RT @hollandftgomez: MIRA LO QUE HICISTE STAN LEE
https://t.co/ikkO3mXG09",es,
,"Stan Lee’s passing was incredibly sad for a lot of people. At @MCMComicCon they had a memorial for him, which was l… https://t.co/tHugoSitjS",en,
,"RT @aegyochangjae: but how white is he that he really goes around looking like ice/winter characters 

we stan a lee (i)c(e)hangsub https:/…",en,
,"RT @iamgeekingout: i’m just sayin again that if they need an actor to play the younger version of stan lee in stan lee’s biopic, here ya go…",en,
,RT @AlvaroCueva: ¿Cuál fue la enseñanza más importante que te dejó Stan Lee? Hagámosle un merecido homenaje a esta leyenda HOY DOMINGO 25…,es,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,"RT @ReljaSavic: Just putting it out there...Stan Lee's birthday...Avengers 4 trailer
@Russo_Brothers #freescreeningtickets if I'm right 😂🙏🤞",en,
,"RT @BartManMX: #WIFIRALPH  🎬🍿

Wifi Ralph con cameo incluido de #StanLee 
¡¡¡Excelsior!!! https://t.co/RwzOzCtFk6",es,
,"Jaja como 2 segundo, pero estuvo genial :((",es,
,RT @Emulate_Me: GIVE STAN LEE BACK @jesus https://t.co/suQLvfyYFo,en,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,RT @AlvaroCueva: ¿Cuál fue la enseñanza más importante que te dejó Stan Lee? Hagámosle un merecido homenaje a esta leyenda HOY DOMINGO 25…,es,
,RT @Ms_Golightly: Si has tenido un mal día esta foto de #StanLee con un gato gruñón te lo arregla. https://t.co/PUEU7FQZoL,es,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,Check out Funko Pop Stan Lee Futuristic Glasses Walmart Guardians of the Galaxy New https://t.co/EnnLa8WYUZ #funkopop #originalfunko,en,
,All thanks to Stan Lee 💞,en,
,"RT @stay82235993: If you stan 

Lee know 
Han
Jeongin 
Chan
Felix
Seungmin 
Hyunjin 
Changbin
Woojin 

Like this, follow everyone that like…",en,
,RT @Complexion: All thanks to Stan Lee 💞 https://t.co/bUQxytbeRi,en,
,Essential Avengers Vol. 1 by Stan Lee https://t.co/CXNFMRQ41I #books #StanLee https://t.co/tkMjT8SSU2,en,
,"RT @jabroni_mike: Just remembered I wanted to say RIP Stan Lee. Obviously he was brilliant, but he also happened to be a really good fuckin…",en,
,"RT @KrangTNelson: Stan Lee was responsible for so many amazing characters but none more so than Overtly Sexual Emo Peter Parker, widely agr…",en,
,"Partiu jogar um play
#SpiderMan #PS4 #AmigoDaVizinhaca #StanLee #Marvel — jogando SpiderMan-PS4",pt,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,"RT @queenofwembley: i'm a new stan!!!! don't let this flop come ONNNN

rt if u love

real queen
movie queen
borhap cast
freddie mercury
rog…",en,
,"RT @ggyunii: in the background you can hear etion saying: ""I learnt about feminism.""

it's really a loss if you dont stan lee changyoon sen…",en,
,"The Michael Dean Show | Intelligent Dumbass
Reviews of #Creed2, #Widows, Nigerian Prince &amp; #Titans. Then we talk ab… https://t.co/EHA5q67s3J",en,
,Me gustó un video de @YouTube https://t.co/T1bZi7WLd0 MARVEL CONFIRMA LA GENIAL TEORÍA sobre LOS CAMEOS de STAN LEE en LAS,es,
,"RT @PodcastJuice: The Michael Dean Show | Intelligent Dumbass
Reviews of #Creed2, #Widows, Nigerian Prince &amp; #Titans. Then we talk about @B…",en,
,"Acabo de ver #WIFIRALPH y esta verguísima. 🥰

Ufff, esas referencias a Star Wars, TRON, Stan Lee, Sonic, Pacman, St… https://t.co/La2ISJd9y7",es,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,"RT @tugaticocosmico: Ahora todos os habéis hecho fans de Stan Lee, a ver, decidme 3 canciones suyas",es,
,"I liked a @YouTube video https://t.co/tWaaeXAZh3 Tube Radio: Stan Lee volverá, cameos que dejó filmados, reacciones a su muerte,",es,
,"The #Thing stuffing #MisterFantastic into a jar. 😂

#FF #Marvel #StanLee #JackKirby https://t.co/yIGx59fqDq",en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,RT @mooninchwe: kwon soonyoung is a legend-legendary man..getting followed by sasaengs? bitch WENT w his fuckin manager n held that POLE. h…,en,
,"New Post!!! New video by Newova on YouTube

UnOfficial Podcast Ep. 11 | Stan Lee Passing // Detective Pikachu // Re… https://t.co/w52hzz4PLK",en,
,"I wanna start doing a Daily Question thing, so I’ll start with this: Who’s your favorite Spider-Man author? (Beside… https://t.co/SbzQLuucWT",en,
,"RT @raccoon_mighty: @ZappyLocomotive Jack Kirby is Ben Grimm, Stan Lee is J. Jonah Jameson. &amp; Steve Ditko is Peter Parker.",en,
,"RT @love_taegi_gi: I love this combi!!
and I want to regard this illust as an homage to Stan Lee. thanks to his imagination. #taegiweek18 #…",en,
,Me gustó un video de @YouTube https://t.co/8b3r5ILT9d MARVEL CONFIRMA LA GENIAL TEORÍA sobre LOS CAMEOS de STAN LEE en LAS,es,
,RT @thehoodmemes: RIP to the comic book legend Stan Lee who has passed away at the age of 95 💔 https://t.co/gQGQSqfmNJ,en,
,"J'aime une vidéo @YouTube : ""Remembering Stan Lee..."" à l'adresse https://t.co/svYPmuMecH.",fr,
,Stunning LA Street Art Pays Tribute To The Late #StanLee - https://t.co/3YU8neXjQH https://t.co/lqLw1YHP7f,en,
,8 participações especiais de Stan Lee no mundo dos games https://t.co/Yr2MCOFmgZ,pt,
,the final video for page 57 of my comic #foundearth .. #comic #stanlee #cartoonbook #coloring book #allages... https://t.co/JYPf9dbDOD,en,
,AAAAAAAAAA,und,
,"RT @ggyunii: in the background you can hear etion saying: ""I learnt about feminism.""

it's really a loss if you dont stan lee changyoon sen…",en,
,#NoticiasCulturísima para #España y Europa vía @BlastingnewsES Cinco personajes famosos de @Marvel creados por el f… https://t.co/IE0qfEfq09,es,
,RT @paulbIack: Remember that time rangers fans and little mix fans were arguing and a little mix stan account really tweeted  “Princess Dia…,en,
,"RT @gameone: La #TEAMG1 rend hommage à Stan Lee !
#StanLee https://t.co/xh08Oi3sHh",fr,
,Next week's episode is: BEST STAN LEE CHARACTERS! (s/o to @JScottCampbell for the stunning art) https://t.co/ZAVUVt4KlS,en,
,Oh yeah I totally forget that @MirandaSings and Stan Lee both made little cameos in Ralph Wrecks the Internet,en,
,QUE BACAN CAMEO DE STAN LEE CON IRONMAN  EN RALPH EL DEMOLEDOR 2 https://t.co/8GO94Ioepz,es,
,"RT @queenmyfreddie: Hey beautiful!! i’m a new stan with this account looking for more mutuals so rt if you like

🚘roger taylor
• ben hardy…",en,
,RT @BBCBreaking: Stan Lee obituary: The genius of the superhero creator https://t.co/0EuMo0azGS,en,
,"RT @jallisons: “[T]he hardest work we can do is to rotate the kaleidoscope, to see the world in a new light and to evolve our beliefs accor…",en,
,RT @TheWeirdWorld: Marvel could continue Stan Lee cameos by inserting photos of him at random places and scenes in every future Marvel film…,en,
,stan lee in venom 😔,nl,
,"Pittsburgh TSA woman looks at my Superman phone case
“That Marvel guy just died huh?”
In my mind: “Well yes Stan Le… https://t.co/YwCFffKIQs",en,
,RT @TerryAlec: R.I.P to that Whole Legend! #Stanlee here’s him and his creations that people don’t speak too much about. But were amazing!…,en,
,RT @Emulate_Me: GIVE STAN LEE BACK @jesus https://t.co/suQLvfyYFo,en,
,RT @tcmilbert: This is not a choice. This is a Little Person. Please stop killing Little People! It takes two to make a Little Person. This…,en,
,RT @IMPACT736Media: Speechless https://t.co/P0MfLH21h8,en,
,RT @fallenkiing: Spiderman fighting Jesus to get Stan Lee back https://t.co/ofF7swrDdY,en,
,"RT @love_taegi_gi: I love this combi!!
and I want to regard this illust as an homage to Stan Lee. thanks to his imagination. #taegiweek18 #…",en,
,Why is everyone telling me to stan Lee? Is his music even good? Who is he?,en,
,RT @MarvelStudios: “No one has had more of an impact on my career and everything we do at Marvel Studios than Stan Lee. Stan leaves an extr…,en,
,RT @chrishemsworth: RIP my friend. Thank you for the incredible adventures your stories took all of us on. My love and support goes out to…,en,
,@KnikCage Also there was a Stan Lee cameo that I didnt expect to see in the movie and it made me sad,en,
,@prattprattpratt @MarvelStudios Rip Stan lee,en,
,Los superhéroes están de luto: fallece Stan Lee a los 95 años. https://t.co/uEBJeeVvuT,es,
,"Fatman Beyond: Farewell, Stan Lee https://t.co/BhtccPvvRX via @YouTube",en,
,"RT @AbRazaq: RIP Stan Lee. 
Your unique brand of story telling and your humour will be missed 😥💐 https://t.co/Ea2Onm1aq4",en,
,"RT @yourtrace_: Q: If im a fan, which member will i be a fan of &amp; why?
""Taeyong, he is so charming onstage!!""
""That (charisma) out of all a…",en,
,"RT @hotandcoldfever: rt/like if you stan:

• Queen (hello, darlings!!!) 
• Bohemian Rhapsody

• FREDDIE FUCKING LEGENDARY MERCURY 
• Brian…",en,
,"Me ha gustado un vídeo de @YouTube (https://t.co/5rX47JBLmK - An Interview with Stan ""The Man"" Lee, Marvel Comics' Real Superhero).",es,
,"RT @valkyriesblog: ‘The Marvel Cinematic Universe is possibly the most successful franchise to ever exist, and its history dates back decad…",en,
,"@DiscussingFilm Stan Lee felt that intelligence could inspire to be more, changing the perception of geeks in his c… https://t.co/yCkIt6Nlb2",en,
,"RT @soybienserio: - No me quiero ir señor stark...
- Stan Lee https://t.co/eWiKo4uhVb",es,
,"RT @soybienserio: - No me quiero ir señor stark...
- Stan Lee https://t.co/eWiKo4uhVb",es,
,"RT @soybienserio: - No me quiero ir señor stark...
- Stan Lee https://t.co/eWiKo4uhVb",es,
,"RT @soybienserio: - No me quiero ir señor stark...
- Stan Lee https://t.co/eWiKo4uhVb",es,
,"Our vision isn't always clear-cut in the beginning.
#StanLee, #SpiderMan, #vision, Leadership https://t.co/PnKcUhPflv",en,
,did stan lee’s funeral happen already?,en,
,"LA SALACION DEL FRUSTRAZUL AL AZTECA
1.- LA CANCHA DEL AZTECA ES UN CHIQUERO 2.- MUERE DON MELQUIADEZ 3.- INGRESAN… https://t.co/GEVddbg5DV",es,
,You know white people get buried right away,en,
