,Sentiments,text,lang
408,2,wow! that is one thing I share with Stan Lee - I was on To Tell the Truth too! but that's about it.,en
409,1,"@billmaher oh man, you are officially as pretentious as Brian Griffin. Hahahaha. I enjoyed the God Delusion and A U… https://t.co/P4qO1J85HE",en
410,2,"couldn’t resist making a new account for the loves of my life. 🤷🏻‍♀️

!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!… https://t.co/dT6gLo2XgY",en
411,0,Excelsior - RIP Stan Lee #svengoolie,en
412,1,Remembering Stan Lee... https://t.co/mkZySJcNeu via @YouTube https://t.co/tZeR2VYdVp,en
413,0,"Watch: Stan Lee on ""To Tell The Truth"" game show (1970) https://t.co/54p9xXreYB https://t.co/qW4yiSy1bW BoingBoing",en
414,0,"WHAT THE FUCK IS GOING ON! FIRST IT WAS STAN LEE, THEN ITS NICOLAS ROEG WHO PASSED YESTERDAY! NOW RICK JAY! https://t.co/RJUcGVU0xs",en
415,1,#ThePunisher #Widowmaker issue #FrankCastle #MarvelComics #StanLee #Justice https://t.co/2PyExO90zB,en
416,2,"Episode 1 &amp; 2 are up on YouTube and SoundCloud!

Heres Episode 2: https://t.co/QpVDzrokam",en
417,2,When Stan Lee gonna respawn?,en
418,0,I added a video to a @YouTube playlist https://t.co/NxqFPf9iNy Bill Maher Attacks Stan Lee &amp; Comic Books,en
419,1,Bless stan lee https://t.co/JC79MzYz1j,en
420,2,I never even thought about this. 👍🏾,en
421,2,"WiFi Ralph es perfecta❤️
Twitter
Ariel
Baby Groot
Deep web
Y hasta Stan Lee",en
422,2,Wise opinion piece by Ret. Army Gen. Stan McChrystal:   Americans need to set aside icons like Robert E. Lee to liv… https://t.co/qEFUkqJssO,en
423,2,@euulose i stan lee,en
424,2,@HeroComplexArt Please update us on unfulfilled Stan Lee prints.  Thank you.,en
425,2,@DaveKingThing I parked Stan Lee’s car when I worked at the Chateau. He had dried blood in his ears. Guy lived anot… https://t.co/KCFMImcnU0,en
426,0,Guts has been chosenramen time. I have a few ugly tears for stan lee no.,en
427,1,"We might have the next Spider-Man.
Puerto Rican Spider-Man that is. 

Stan Lee would be proud. 🕷… https://t.co/gL8HMmCkVO",en
428,2,@SavinTheBees just watched venom for the first time and saw the stan lee cameo 😢😭,en
429,1,"90% done with Amazing Fantastic Incredible, by Stan Lee https://t.co/Q1VZLfT2dz",en
430,0,Stan Lee Cameo In #RalphBreaksTheInternet! Everyone cheered then cried! 😭😭😭 My heart!!! 💔💔💔 #Excelsior,en
431,2,"Captain America, Sgt. Fury 13 cgc graded 6.5, Jack Kirby art, Stan Lee writer, Dick Ayers inks, Marvel war comic bo… https://t.co/CQKKJ7ezbu",en
432,2,"Dear Al Ewing,your Immortal Hulk series is great too bad your a drip. Please subscribe to my channel for more great… https://t.co/yEnqMR1BEw",en
433,1,"Truly the king of cameos 😢💚 #StanLee
https://t.co/c6fRjPhMFY",en
434,2,The latest The ComiX Scene! https://t.co/EIoXdxUxO7 Thanks to @comicdrawapp @futekiya @tauycreek #stanlee #kicksstarter,en
435,0,Y’all I seen Stan Lee in the new Wreck it Ralph and I got sad af 😔,en
436,2,Marvel Studios' Kevin Feige Remembers His Last Meeting With Stan Lee - https://t.co/SGQWC6bri5,en
437,1,That Stan Lee cameo was amazing ❤️,en
438,0,@imjustinsanders Shocked you don’t have anything negative to say here!? You sure you don’t want to bring up some ol… https://t.co/wR32Fkxixj,en
439,0,Wish Stan Lee never created Black Panther you niggers won’t shut the hell up,en
440,0,yall had one fuckin job... protect stan lee 😤😤😤😤😤,en
441,2,Tell us or @Katrinaosity to remember about the #Xmen #cartoon from the #90s and we may read your comment on our nex… https://t.co/m9A0yN17JK,en
442,1,Picked up this beautiful copy of Ms. Marvel #1 signed by the late great Stan Lee at the #btlcollectiblesshow in Mia… https://t.co/nAl9gqCGFf,en
443,0,The Stan Lee cameo in #RalphBreaksTheInternet 😭😭🖤💔🖤,en
444,0,"#Spoilers #RalphBreaksTheInternet #WreckItRalph
That Stan Lee cameo though... https://t.co/E6zOOesBj5",en
445,1,I liked a @YouTube video https://t.co/USHNdRdhoh Draw My Life : Stan Lee (Tribute),en
446,0,The Death Of Stan Lee Rest In Peace Random Discussion Film Phoenix https://t.co/w4DDCNixbl via @YouTube,en
447,2,"in his words. 🙂
""God Woke"" by #StanLee
📹
https://t.co/GPZ4QxAuJm
📃
https://t.co/VoE59FpGnO
@ 91 | #LarryKing… https://t.co/1tUdBrAyvt",en
448,1,Ah man just seen Stan Lee in Fantastic Four on E4 #cantcope #toosoon,en
449,2,Stan Lee 😎 https://t.co/XxCOxHPwrR,en
450,2,"Use code “FRUITOFF” to get £2.51 off!!
https://t.co/g4wfZg3Gdk 
#superman #Christmas #dccomics #Lego #Xmas #comics… https://t.co/O9prjjcBOD",en
451,1,"We Got This Covered: Kevin Smith Bashes Bill Maher For Disrespecting Stan Lee.
https://t.co/b7SigKo5z1

via @GoogleNews",en
452,2,I added a video to a @YouTube playlist https://t.co/vwKe5cC0AC Stan Lee 1922 - 2018 EXCELSIOR,en
453,2,"Stan Lee Tribute Mista Perez Remixes- Stan Lee The Marvel Way https://t.co/ON3KAsUgCg via @YouTube
#Remix… https://t.co/I6XQUG0223",en
454,2,@ActorPeterNew He looks like Stan Lee,en
455,2,"Good piece by Stan McChrystal on Robert E Lee, mythmaking, and facing up to the moral mess of history. https://t.co/MwFKwY3EPQ",en
456,2,Tell us what you remember or liked about the #90s #Xmen #cartoon! We may read your comment on there next episode of… https://t.co/om3tiNhyc0,en
457,1,Stan Lee is the most read article on Wikipedia now: https://t.co/8ENy5AaKrM #trending,en
458,2,"Bryan Cranston Says He'd Be Interested In Playing Stan Lee In The Inevitable, Required Biopic
https://t.co/ars72G5Wgf",en
459,2,"Use code “FRUITOFF” to get £2.51 off!!
https://t.co/cxUrp0812M
#thor #Lego #avengers #marvel #Present #Christmas… https://t.co/Qcfq9hxnQ4",en
460,1,I liked a @YouTube video https://t.co/2biVNyxq8n Stan Lee's Last Video,en
461,2,"Ralph Breaks the Internet almost had a Golden Girls cameo. Stan Lee, Gal Gadot, and all of the Disney Princesses we… https://t.co/nCWNQOifoX",en
462,1,"@Rylend1 @RawinSSB @it_meirl_bot chu talkin bout cowboy, Stan Lee is immortal",en
463,1,📷 cc–sketches: Rest in Peace Stan Lee Thanks for all the great memories. You did good kid. https://t.co/F8NRMi63IB,en
464,2,Check out Stan Lee autographed Ravage 2099 #1 COA Marvel Stan Lee  https://t.co/QhUAQbQw9S via @eBay,en
465,2,Going to try to do a livestream at 9pm est @YouTube the drawing tonight will be Daredevil. Please subscribe to my c… https://t.co/bziSprQqDr,en
466,2,I liked a @YouTube video https://t.co/JitAMPq7Wa BILL MAHER DOUBLES DOWN ON STAN LEE COMMENTS,en
467,2,@MikeFrancesa Get the played out 8.99 and Giambi and Stan Lee jokes ready,en
468,2,"Bryan Cranston Says He'd Be Interested In Playing Stan Lee In The Inevitable, Required Biopic
https://t.co/7iX6qvhKB9",en
469,2,"IMHO, Gen Mcchrystal’s oped is a must read. https://t.co/fypg8zYcRJ",en
470,0,@MyKrabs Also Stan Lee...Rip D:,en
471,1,"I just want to express my appreciation to the Marvel man himself,
Stan Lee. May you rest In peace.😔
#StanLeeForever… https://t.co/qmOny3gyOr",en
472,2,"Op-Ed's that I'd like to compose this week: an obituary for Stan Lee now that the dust has settled, and the overloo… https://t.co/h4piOD5h0i",en
473,2,"Werewolf By Night #32 CGC 5.0 Signed by Stan Lee &amp; Al Milgrom, 1st Moon Knight https://t.co/E5N7mvwNxU https://t.co/kJ9IRnQbgp",en
474,2,@bluemoonGG_ It’s kinda an unhealthy rl fixation spilling over into memes.  30 under 30 etc is fine and worth celeb… https://t.co/NjLZWbl6Du,en
475,2,This #podcast by @MiddleUrinalPod is all you need! There are worse ways to spend your data plan. Listen now.… https://t.co/PpcuJxoOQI,en
476,1,"I liked a @YouTube video https://t.co/p2gfhBN1S6 Stan Lee explains why Spider-Man is just a regular guy, 1977",en
477,2,Words cannot describe @DinnerPodcast’s newest #podcast episode. Make your day better and listen. #StanLee #BSPN… https://t.co/JNn2J5Wqtu,en
478,2,Kevin Feige Shares the MCU Joke #StanLee Cracked During Their Final Meeting https://t.co/Wtxdv8SSWo https://t.co/TekPJJBXZV,en
479,0,"“So...if I’m gonna die, well... it might as well be driving my sword through the heart of that murderous hag.”
Cosp… https://t.co/Xi17Lqms6W",en
480,0,But when I saw Stan Lee's Cameo though I just https://t.co/UGYQ1zYWd1,en
481,1,They Should've Done That It Would Have Been Amazing since it is such a unique LTM and would make stan Lee proud of… https://t.co/kN0BifshNO,en
482,0,Wreck it Ralph 2 was good and I teared up when Stan Lee showed up for his little cameo 😢,en
483,2,@FortIeaks Stan lee didn’t create thanos tho,en
484,2,@MuellerSheWrote @Dreadnoughtnot @realDonaldTrump Was Mueller created by the late Stan Lee?,en
485,2,@wandziamaximoff Stan Lee...,en
486,2,@omgpupsplease yeah earlier this year i said it made sense that the parkers were jewish considering stan lee’s infl… https://t.co/37QkSSJdhu,en
487,2,OK what is even happening,en
488,2,@MrRandem @Duwang991 @RainbowSquidInk @Maxxor501 @SuperSamZero64 @GunbladeKnight @ToshiroYamanaka @KingsDieTwice… https://t.co/erxXEZTl66,en
489,2,The last time I saw Stan Lee in person he was getting jerked around by a convention that wasn’t going to pay and ha… https://t.co/kr9c35TG02,en
490,0,@MikeFrancesa the ghost of Stan Lee haunts them,en
491,0,@sean_tardy @FortniteINTEL R.I.P Stan Lee😔,en
492,2,STAN LEE HAS A CAMEO IN WRECK IT RALPH!!!,en
493,2,"“I am the monster parents tell their children about at night.”
Cosplay: Loki 
Cosplayer: miry_chan on Instagram 
Ph… https://t.co/gWmGrphkkg",en
494,0,@Drank_FN @FortIeaks Stan lee is the creator of marvel and thanos is from marvel 🤦‍♂️,en
495,2,Check out Funko Pop! Marvel Captain America Stan Lee Security Guard #283 Walmart Exclusive https://t.co/likPahBjol ⁦@eBay⁩,en
496,1,@billmaher instead of criticizing someone like stan lee who has left a bigger legacy then you ever will..why dont y… https://t.co/N3DR9DqppX,en
497,1,Marvel Remembers the Legacy of Stan Lee https://t.co/kiWMOIHFwb,en
498,2,"@OzanTurkekul @TheRealStanLee @TomHolland1996 @BryanCranston @MarvelStudios @tomholland as Stan Lee aged 18-31,… https://t.co/gF99Zo9LFV",en
499,1,"@BleacherReport @thecheckdown My God, Villanueva looks like a Stan Lee Super hero.",en
500,2,"All I really need right now is Ben Hardy, Evan Peters, and Stan Lee in the same photo https://t.co/7QUvr0SsT6",en
501,1,"I published my new episode 19- talking about Stan Lee, please check it out.
https://t.co/Y9WjF6whzZ",en
502,0,I wasn’t prepared for Stan Lee to have a little cameo in wreck it Ralph 2 and I immediately started crying so that was fun.,en
503,0,"I begin the countdown for @csbg at @cbr of the 100 Greatest Stan Lee Stories Ever Told! 

https://t.co/tKdI3myjjh",en
504,0,UnOfficial Podcast Ep. 11 | Stan Lee Passing // Detective Pikachu // Red Dead Redemption 2 Online: https://t.co/In8FpBjwo7 via,en
505,2,You'll be shocked at what is said in this episode from @DinnerPodcast. Stop what you're doing and listen now.… https://t.co/SnvrW7Y5WA,en
506,0,Stan Lee was at last years ACE comic con and listening to him speak was a highlight of my year. This year just won’t feel as great 😞,en
507,2,"NEW!! Bundle #PS4 Slim 1TB w/ #SpiderMan Game! #Marvel Sony #PlayStation4 Stan Lee #eBay
⏰ Ends in 5h
💲 Last Price… https://t.co/OdvWkegFAB",en
508,2,Amazing Spider Man 3 CGC 4.0 SS Stan Lee Origin 1st app Doctor Octopus https://t.co/cCXHqK5olv https://t.co/cafaP83N2W,en
509,2,"🚨Auction ending tonight!!!🚨 

X-Men #35 CGC 8.5 SSx2 Stan Lee and Tom Holland signed!!!

🕷Spider-Man meets the X-Me… https://t.co/XuLkZ3yRRb",en
510,1,"Stan Lee needs to make a comic, It’s been awhile",en
511,2,"Official design Stan Lee Marvel thank you for the memories shirt, hoodie, long sleeve https://t.co/jBKTLdT6di https://t.co/5fsfYIyhKs",en
512,2,@MilaMiCali @beingTSJ @JakesTakes @JeremyAdamRoss I have a damn issue. #marvel,en
513,2,"@wrongrogers Stan Lee: ""I don't feel so Fucking good guys...""",en
514,1,"Our upcoming podcast on the great #StanLee is a fun one. Good memories, great banter and look at even the strangest… https://t.co/1nzAC2SxCz",en
515,2,The short Stan Lee appearance in 'Reck It Ralph 2' bruh :((( https://t.co/T3bc09mJBH,en
516,2,This was the wall after day 1 of #MCMBirmingham #StanLee https://t.co/t6aoziXjcE,en
517,1,yes i am short and yes i love stan lee https://t.co/FsoEsYYdyQ,en
518,2,"SNEAK PEEK: Stan Lee's ""Stripperella"" https://t.co/oAGjhgA1d9",en
519,2,"@Great_Katzby Sounds like your toxic vile jealousy is eating you up. What kind of vile person are you? Labelling ""a… https://t.co/VPNiKy0pWc",en
520,0,R.I.P to that Whole Legend! #Stanlee here’s him and his creations that people don’t speak too much about. But were… https://t.co/o0H8VQYukL,en
521,1,It would be soo dope if @TheSims would immortalize @TheRealStanLee in the sims with a superhero expansion and put S… https://t.co/56QMHFZMly,en
522,1,"SNEAK PEEK: ""Stan Lee's Lucky Man"" https://t.co/UdWwwKhaD3",en
523,2,I added a video to a @YouTube playlist https://t.co/KLCHQtU03W COMO DIBUJAR A STAN LEE / HOMENAJE,en
524,2,What Entrepreneurs Can Learn From Marvel Master Stan Lee https://t.co/nFcN0wEwrS https://t.co/0Vr9tHeJcH,en
525,1,"Just putting it out there...Stan Lee's birthday...Avengers 4 trailer
@Russo_Brothers #freescreeningtickets if I'm right 😂🙏🤞",en
526,2,@BeamSplashX Learn that your dreams and goals are reachable and that often your day in the sun will only come with… https://t.co/3s4ez0k1lj,en
527,2,"@TheKasodus so hey i'm that guy who supports ruben sim and i try to cameo in each of his videos
would you say i'm l… https://t.co/JYwCNXWC3L",en
528,2,@Damucifer Stan lee appearing during the convo,en
529,0,"@mutable_me I just found today Stan Lee banned multiple question marks in marvel comics, you two would have gotten along",en
530,2,@BeamSplashX Stan Lee only started to see results when he was much older and when it happened he had years of indus… https://t.co/FY3NI816D5,en
531,0,"Stan Lee’s passing was incredibly sad for a lot of people. At @MCMComicCon they had a memorial for him, which was l… https://t.co/tHugoSitjS",en
532,2,Check out Funko Pop Stan Lee Futuristic Glasses Walmart Guardians of the Galaxy New https://t.co/EnnLa8WYUZ #funkopop #originalfunko,en
533,1,All thanks to Stan Lee 💞,en
534,2,Essential Avengers Vol. 1 by Stan Lee https://t.co/CXNFMRQ41I #books #StanLee https://t.co/tkMjT8SSU2,en
535,2,"The Michael Dean Show | Intelligent Dumbass
Reviews of #Creed2, #Widows, Nigerian Prince &amp; #Titans. Then we talk ab… https://t.co/EHA5q67s3J",en
536,1,"The #Thing stuffing #MisterFantastic into a jar. 😂

#FF #Marvel #StanLee #JackKirby https://t.co/yIGx59fqDq",en
537,2,"New Post!!! New video by Newova on YouTube

UnOfficial Podcast Ep. 11 | Stan Lee Passing // Detective Pikachu // Re… https://t.co/w52hzz4PLK",en
538,2,"I wanna start doing a Daily Question thing, so I’ll start with this: Who’s your favorite Spider-Man author? (Beside… https://t.co/SbzQLuucWT",en
539,1,Stunning LA Street Art Pays Tribute To The Late #StanLee - https://t.co/3YU8neXjQH https://t.co/lqLw1YHP7f,en
540,2,the final video for page 57 of my comic #foundearth .. #comic #stanlee #cartoonbook #coloring book #allages... https://t.co/JYPf9dbDOD,en
541,1,Next week's episode is: BEST STAN LEE CHARACTERS! (s/o to @JScottCampbell for the stunning art) https://t.co/ZAVUVt4KlS,en
542,0,Oh yeah I totally forget that @MirandaSings and Stan Lee both made little cameos in Ralph Wrecks the Internet,en
543,0,"Pittsburgh TSA woman looks at my Superman phone case
“That Marvel guy just died huh?”
In my mind: “Well yes Stan Le… https://t.co/YwCFffKIQs",en
544,2,Why is everyone telling me to stan Lee? Is his music even good? Who is he?,en
545,0,@KnikCage Also there was a Stan Lee cameo that I didnt expect to see in the movie and it made me sad,en
546,0,@prattprattpratt @MarvelStudios Rip Stan lee,en
547,2,"Fatman Beyond: Farewell, Stan Lee https://t.co/BhtccPvvRX via @YouTube",en
548,1,"@DiscussingFilm Stan Lee felt that intelligence could inspire to be more, changing the perception of geeks in his c… https://t.co/yCkIt6Nlb2",en
549,2,"Our vision isn't always clear-cut in the beginning.
#StanLee, #SpiderMan, #vision, Leadership https://t.co/PnKcUhPflv",en
550,2,did stan lee’s funeral happen already?,en
551,2,You know white people get buried right away,en
552,0,Bklynjets back with some SPIDER-MAN- Turf wars . RIP STAN LEE: https://t.co/kdJEUasrHm via @YouTube,en
553,0,Live at The Social Butterfly (11/17/18). I was trying to summon the strength of the Black Panther. RIP Stan Lee.… https://t.co/wVp0wczlwe,en
554,2,"https://t.co/Kf0s9nNzG4 via @YouTube @ETCanada @etnow, @rozweston is calling non-actors “civilians” when speaking a… https://t.co/AnxsckDUHv",en
555,1,Make Stan Lee Action Figure three other cool pics.! Leon one too nice oh another Christmas and many more.!!!!!!!!!!… https://t.co/E1eoR1InyQ,en
556,0,R.I.P Stan Lee love to see people writing on the board @thatMarcWithaC,en
557,2,"Jacked Stan Lee is working out next to me

Time to look for the nearest spider",en
558,1,i was so proud of this revelation so if im right i better get massive clout,en
559,2,@OriginalFunko @FunkoEurope hey don’t suppose there’s any chance you guys could bring out a Marvel 10 chrome Stan L… https://t.co/UbEq6ir7wj,en
560,2,"Some thoughts on Stan Lee
https://t.co/4Gs3xV8yXp",en
561,1,Lil Bro with right minded mind right,en
562,2,a fiat stan and a lee stan COME ON MY PRETTIES LET OUT UR SOFT !,en
563,2,"#BarackObama, #NeilGaiman &amp; more have chimed in on #BillMaher's comments about #StanLee https://t.co/im36r2mXhN https://t.co/zqT1L4hPRo",en
564,0,sorry stan lee may you rest in peace knowing you made the world a happier place i know this is late but he still meant so much,en
565,1,Amazing Spider-Man 692 50 Years Anniv print Signed by J Scott Campbell Stan Lee https://t.co/RTkMiHrY6F https://t.co/EROG3ivMtw,en
566,2,"Hello everyone!
Today´s illustration is a #FantasticFour team poster I did some months ago.
#digitalart… https://t.co/jMYL4XKjkF",en
567,0,So I'm watching venom and out of nowhere I caught myself fighting tears cuz they just showed Stan Lee 😥😭,en
568,0,Bill Maher Comments/ Death of Stan Lee from episode 36 https://t.co/2fca95IzLH via @Audioboom,en
569,2,"Interesting op ed by Stan McCrystal on loyalty, myths and why it’s time to stop venerating General Lee https://t.co/pK6wxCuV8B",en
570,0,"https://t.co/BJUU12oMgt
Comics legend and Marvel icon Stan Lee has left us, we owe him a lot!",en
571,1,"In case you missed it - Check out our tribute to Stan Lee. Let us know what you think - he was a trailblazer, indee… https://t.co/0hHj2XX1hF",en
572,2,"Interesting op ed by Stan McChrystal on loyalty, myths and why it’s time to stop venerating General Lee https://t.co/IFYeUOMlzH",en
573,2,how did i not know this,en
574,2,@Bro_Team_Pill Where wey you wen Stan Lee don die?,en
575,1,"@damonayoung @GreenJ @Meanjin Hey, are you going to write something about the significance of Stan Lee and Marvel t… https://t.co/Z9Jyiy4Q68",en
576,1,"3 Reasons why I have this Avi right now.
1.Stan Lee is my hero, idol, the reason why I got into Marvel similar at h… https://t.co/YEEBwZzkXl",en
577,1,"@SilERabbit Maher's marketing strategy is ""any publicity is good publicity"" ... He doesn't care about Stan Lee ...… https://t.co/Iu7F3jJzsv",en
578,1,"@Marvel @TheRealStanLee @rachelfurbish19 
My tribute to Stan Lee what do u think https://t.co/aXjLrtuROA",en
579,0,Stan Lee popping up in Ralph Wrecks The Internet was a sucker punch to the chest,en
580,0,"Rip Stan Lee , Co creator of #BlackPanther with jack kirby before the first comic launch in 1966 #Artivism https://t.co/0gAEZpV3CM",en
581,2,hi im a new acc but a long time queenie looking for some mutuals!! pls rt/like if you stan the following and i’ll f… https://t.co/E8h0U1BfVZ,en
582,0,https://t.co/2fca95IzLH our discussion on @billmaher and his comments after the death of @TheRealStanLee #podcast… https://t.co/w0tcxqCKeD,en
583,0,Was watching Venom &amp; Stan Lee cameo came up. Smh 😭Good movie tho,en
584,2,I want Marvel movies to last long enough that the Stan Lee cameos eventually are just cutaways to the same scene ea… https://t.co/BThoYeSuM4,en
585,1,Was re-watching Princess Diaries 2: Royal Engagement.. Just realized that Stan Lee made a cameo role there. 😅,en
586,2,New episode is up! #billmaher #stanlee #creed2 #podcast #nerd #disney https://t.co/2Eb9Qbfnsq,en
587,2,"@KurtBusiek @jeffparker @hotelfred @ErikJLarsen As a practical matter, I agree.  But he's about as close to a Stan… https://t.co/5ojyo24WGt",en
588,2,Check out Stan Lee  Autographed  Spiderman  Poster  Stan Lee  Autographed  Items  https://t.co/nwzaBUlWbT via @eBay,en
589,2,"Late to the party but I'm going to go out on a limb and say Venom is the 3rd best ""Spider-Man"" movie. Also, Stan Le… https://t.co/BLVQm2TgiH",en
590,0,This is so emotional and beautiful. We will miss you Stan Lee. #Gonebutneverforgotten https://t.co/avWFewC7Q9,en
591,2,"""Ad"" STAN LEE SIGNED AUTO 11 X 14 AVENGERS HULK THOR PHOTO EXCELSIOR HOLOGRAM! $200+ https://t.co/adw3X6t8kI… https://t.co/Om0Q6Z3prp",en
592,2,"""Ad"" Legendary Spider-Man creator Stan Lee hand signed Autographed 8x10 Photo W COA https://t.co/RiaKziT159 #StanLee https://t.co/hObKfeS96K",en
593,2,"""Ad"" Secret Wars 1 Mckone Variant Signed by STAN LEE Miles Morales Spiderman https://t.co/TRKgRfEKXD #StanLee https://t.co/waCsXmImut",en
594,2,Check out what I just added to my closet on Poshmark: Marvel Stan Lee comic book 12 days/pair Socks.… https://t.co/rKzFDMbBCE,en
595,2,I liked a @YouTube video https://t.co/DaVjHWox1L Spider-Man Cartoon Theme [8 Bit Tribute to Stan Lee] - 8 Bit Universe,en
596,2,Stan Lee https://t.co/2GSqTA21tB,en
597,2,@FortniteINTEL I feel like this is a thanos joke about stan lee,en
598,1,I am watching Princess Diaries 2 and I just saw Stan Lee on it... Why am I just finding this out???,en
599,2,"It's usually my aim to wait to meet people I admire, especially fellow writers and creatives, as peers. But screw i… https://t.co/d3N5sHZvse",en
600,1,In honor of Stan Lee.  A creative genius who contributed more to the world of the #occult than most will ever reali… https://t.co/0BZhrxF3ET,en
601,2,sorry tumblr recommended me a video of stan lee meeting the tokusatsu spiderman and he calling him “my son” and i h… https://t.co/bkERQ6QNI9,en
602,2,sorry tumblr recommended me a video of stan lee meeting the tokusatsu spiderman and straight up calling him “my son… https://t.co/cgDbKmpKRZ,en
603,2,@BadwanBlood Stan lee https://t.co/jqderEp5d1,en
604,2,"Here's the latest episode from @DinnerPodcast. Be breathtaking. Listen at work, in the car, while fornicating! Hoor… https://t.co/uNiUBgc29a",en
605,2,wait was this not a stan lee tribute👀💀,en
606,2,@Man_Smarts @Turbo_Puns @SplinterVRL @kujoutaro @wowwhataparty @JulioCorazon @aiexflsh @YouTube Stan Lee wrote and… https://t.co/hydA8fxhIY,en
607,1,"Newest episode paying respects to Stan Lee and talking about the power of the tongue. 
https://t.co/OPR0xb0cWM",en
608,2,@_mcchris Gotta have a Stan lee audio cameo. Like Vincent Price in thriller,en
609,1,Stan Lee's cameo in Princess Diaries 2 https://t.co/rPjmpDwZ0r,en
610,1,"My sister gave me Thor’s hammer, Mjolnir. I sanded, painted &amp; aged it for fun. If you are looking to do some Thor c… https://t.co/625xg5Nkwh",en
611,2,"Just watched ralph breaks the internet and realized it had a Stan Lee cameo. 
The memories arrive..",en
612,0,El cameo de Stan Lee en Ralph Breaks the Internet 😞,en
613,2,Check out MARVEL 75TH ANNIVERSARY CELEBRATION #1 / STAN LEE'S LAST STORY 2014 / COMICS  https://t.co/JTIwwzXkMU via… https://t.co/wldn0D8FyC,en
614,1,"I liked a @YouTube video https://t.co/m0VAjgv7EZ Bill Maher Trashes Stan Lee, Calls Comics Dumb &amp; Blames Him For Trump",en
615,1,I liked a @YouTube video https://t.co/TtETqbjcd3 SPIDER-MAN PS4 Walkthrough Gameplay Part 6 - STAN LEE (Marvel's Spider-Man),en
616,0,@Marvel @MarvelStudios @MarvelUK @VancityReynolds In place of having all of the Stan Lee Cameos (RIP Stan Lee) You… https://t.co/5uSx81OI1t,en
617,2,@MFXPodcast is dropping knowledge like it’s going out of style on this episode! It's just a click away! #StanLee… https://t.co/KBPJafoRCy,en
618,2,"Wise words by our Diana 
FOLLOW FOR MORE DC/MARVEL QUOTES

#dc #marvel #comic #fandom #justiceleague #avengers… https://t.co/5ANpADjEs9",en
619,2,At this point I wouldn't be surprised if my mother kicked the bucket just because she wanted to hangout with Stan Lee.,en
620,0,This year was so long because none of us wanted to get to the day of Stan Lee’s death yet. :’(,en
621,2,HEHDJD I FEEL SO BAD FOR STRAY KIDS MINHO BC IF A SUEWEETIE ISNT  A SKZ STAN THEYLL....,en
622,2,Could not of said it better. What a shame this is Bill's opinion.,en
623,2,@kwilli1046 And therothat scumbag Stan Lee right next to her! He was probably a pedo!,en
624,2,"Deviating from MHA Cosplay's in honor of Stan Lee
#maryjanewstson #spiderman #marvel #stanlee #mj https://t.co/8npTE0M3RC",en
625,1,"May our king return soon

.
#dc #marvel #comic #fandom #justiceleague #avengers #disney #xmen #stanlee #multifandom… https://t.co/qJxiZkRy22",en
626,2,Flynn showed me a picture of David Lee Roth and I think I’m losing it.... we stan Dumbasses,en
627,1,Stan lee tribute: https://t.co/GMnJlzfag8 via @YouTube,en
628,0,"Now that Stan Lee is gone, I finally feel free to say.....Super Heroes are fucking stupid....",en
629,2,Stan Lee harnesses the power of the Ultimate Nullifier to bring Peter Parker back from Counter-Earth,en
630,0,"The cameo of Stan Lee in wreck-it ralph 2, broke my heart!!! RIP Stan Lee.",en
631,0,"You don't get to speak, not after your disrespectful piece of trash you wrote on Stan Lee.",en
632,1,A little late but this is in honor for Stan Lee https://t.co/i7KJKSNmaK,en
633,1,OPE JUST SAW STAN LEE WOW MY HEART,en
634,0,A little late but this in honor of Stan the Man Lee https://t.co/DOK7KTH1ui,en
635,1,I liked a @YouTube video https://t.co/GtcvnW0KIJ WatchMojo's Tribute to Stan Lee,en
636,0,Rip Stan Lee https://t.co/XoicWpgibB,en
637,0,That reminds me...after what you said about Stan Lee after he had passed away...something you didn't have the balls… https://t.co/JYbJS8o56w,en
638,2,Funko Pop STAN LEE #3 Red Superhero Comikaze Exclusive W/PROTECTOR https://t.co/N0nZX9MtgX,en
639,2,"Abortion advocates refuse to see unborn babies as human beings even though it’s right in front of their eyes.  

Th… https://t.co/i8GZL8KDqL",en
640,2,Stan Lee Net Worth https://t.co/E5ujh5E6sU https://t.co/vl1vuFrZlY,en
641,1,I liked a @YouTube video https://t.co/LKSGecDimx Draw My Life : Stan Lee (Tribute),en
642,2,"There’s a monster in the streets, somethings wrong with Crystal -
can Reed return Ben to normal ?",en
643,2,We're in! #StanLee @therealstanlee,en
644,0,@billmaher Suck it. https://t.co/XBFK1EuiTZ,en
645,2,"Trend Ranking within 24 hours

No.1 Markelle Fultz
https://t.co/3ALhUvG8zO
No.2 Stan Lee
https://t.co/RAYk9xQn69
No… https://t.co/lAqbTn7JHI",en
646,0,YOU KNOW YOU THE 🐐 WHEN SATAN GIVES YOU PROPS!!!,en
647,2,"Well, the gang took care of the monster (&amp; now Ben’s frozen in a block of ice !)",en
648,0,in tribute to the legend stan lee i just wanted to say that stan you cant hear me but thank you you have pushed you… https://t.co/z1iyBqYqim,en
649,2,@GHLPodcast is always time well spent! Give them a listen and learn a thing or two! @AshleyVRobinson &amp; @Jawiin are… https://t.co/XgtlGX1ORJ,en
650,2,Talk about the popularity of Lee minho in the heirs ~ I love that drama and he was 26. How could some “Ong stan” sa… https://t.co/MgIroGFbD0,en
