sentiment 0-negative 1-positive 2-neutral,text,lang
,@euulose i stan lee,en
,@HeroComplexArt Please update us on unfulfilled Stan Lee prints.  Thank you.,en
,@DaveKingThing I parked Stan Lee’s car when I worked at the Chateau. He had dried blood in his ears. Guy lived anot… https://t.co/KCFMImcnU0,en
,Guts has been chosenramen time. I have a few ugly tears for stan lee no.,en
,"We might have the next Spider-Man.
Puerto Rican Spider-Man that is. 

Stan Lee would be proud. 🕷… https://t.co/gL8HMmCkVO",en
,@SavinTheBees just watched venom for the first time and saw the stan lee cameo 😢😭,en
,"90% done with Amazing Fantastic Incredible, by Stan Lee https://t.co/Q1VZLfT2dz",en
,Stan Lee Cameo In #RalphBreaksTheInternet! Everyone cheered then cried! 😭😭😭 My heart!!! 💔💔💔 #Excelsior,en
,"Captain America, Sgt. Fury 13 cgc graded 6.5, Jack Kirby art, Stan Lee writer, Dick Ayers inks, Marvel war comic bo… https://t.co/CQKKJ7ezbu",en
,"Dear Al Ewing,your Immortal Hulk series is great too bad your a drip. Please subscribe to my channel for more great… https://t.co/yEnqMR1BEw",en
,"Truly the king of cameos 😢💚 #StanLee
https://t.co/c6fRjPhMFY",en
,The latest The ComiX Scene! https://t.co/EIoXdxUxO7 Thanks to @comicdrawapp @futekiya @tauycreek #stanlee #kicksstarter,en
,Y’all I seen Stan Lee in the new Wreck it Ralph and I got sad af 😔,en
,Marvel Studios' Kevin Feige Remembers His Last Meeting With Stan Lee - https://t.co/SGQWC6bri5,en
,That Stan Lee cameo was amazing ❤️,en
,@imjustinsanders Shocked you don’t have anything negative to say here!? You sure you don’t want to bring up some ol… https://t.co/wR32Fkxixj,en
,Wish Stan Lee never created Black Panther you niggers won’t shut the hell up,en
,yall had one fuckin job... protect stan lee 😤😤😤😤😤,en
,Tell us or @Katrinaosity to remember about the #Xmen #cartoon from the #90s and we may read your comment on our nex… https://t.co/m9A0yN17JK,en
,Picked up this beautiful copy of Ms. Marvel #1 signed by the late great Stan Lee at the #btlcollectiblesshow in Mia… https://t.co/nAl9gqCGFf,en
,The Stan Lee cameo in #RalphBreaksTheInternet 😭😭🖤💔🖤,en
,"#Spoilers #RalphBreaksTheInternet #WreckItRalph
That Stan Lee cameo though... https://t.co/E6zOOesBj5",en
,I liked a @YouTube video https://t.co/USHNdRdhoh Draw My Life : Stan Lee (Tribute),en
,The Death Of Stan Lee Rest In Peace Random Discussion Film Phoenix https://t.co/w4DDCNixbl via @YouTube,en
,"in his words. 🙂
""God Woke"" by #StanLee
📹
https://t.co/GPZ4QxAuJm
📃
https://t.co/VoE59FpGnO
@ 91 | #LarryKing… https://t.co/1tUdBrAyvt",en
,Ah man just seen Stan Lee in Fantastic Four on E4 #cantcope #toosoon,en
,Stan Lee 😎 https://t.co/XxCOxHPwrR,en
,"Use code “FRUITOFF” to get £2.51 off!!
https://t.co/g4wfZg3Gdk 
#superman #Christmas #dccomics #Lego #Xmas #comics… https://t.co/O9prjjcBOD",en
,"We Got This Covered: Kevin Smith Bashes Bill Maher For Disrespecting Stan Lee.
https://t.co/b7SigKo5z1

via @GoogleNews",en
,I added a video to a @YouTube playlist https://t.co/vwKe5cC0AC Stan Lee 1922 - 2018 EXCELSIOR,en
,"Stan Lee Tribute Mista Perez Remixes- Stan Lee The Marvel Way https://t.co/ON3KAsUgCg via @YouTube
#Remix… https://t.co/I6XQUG0223",en
,@ActorPeterNew He looks like Stan Lee,en
,"Good piece by Stan McChrystal on Robert E Lee, mythmaking, and facing up to the moral mess of history. https://t.co/MwFKwY3EPQ",en
,Tell us what you remember or liked about the #90s #Xmen #cartoon! We may read your comment on there next episode of… https://t.co/om3tiNhyc0,en
,Stan Lee is the most read article on Wikipedia now: https://t.co/8ENy5AaKrM #trending,en
,"Bryan Cranston Says He'd Be Interested In Playing Stan Lee In The Inevitable, Required Biopic
https://t.co/ars72G5Wgf",en
,"Use code “FRUITOFF” to get £2.51 off!!
https://t.co/cxUrp0812M
#thor #Lego #avengers #marvel #Present #Christmas… https://t.co/Qcfq9hxnQ4",en
,I liked a @YouTube video https://t.co/2biVNyxq8n Stan Lee's Last Video,en
,"Ralph Breaks the Internet almost had a Golden Girls cameo. Stan Lee, Gal Gadot, and all of the Disney Princesses we… https://t.co/nCWNQOifoX",en
,"@Rylend1 @RawinSSB @it_meirl_bot chu talkin bout cowboy, Stan Lee is immortal",en
,📷 cc–sketches: Rest in Peace Stan Lee Thanks for all the great memories. You did good kid. https://t.co/F8NRMi63IB,en
,Check out Stan Lee autographed Ravage 2099 #1 COA Marvel Stan Lee  https://t.co/QhUAQbQw9S via @eBay,en
,Going to try to do a livestream at 9pm est @YouTube the drawing tonight will be Daredevil. Please subscribe to my c… https://t.co/bziSprQqDr,en
,I liked a @YouTube video https://t.co/JitAMPq7Wa BILL MAHER DOUBLES DOWN ON STAN LEE COMMENTS,en
,@MikeFrancesa Get the played out 8.99 and Giambi and Stan Lee jokes ready,en
,"Bryan Cranston Says He'd Be Interested In Playing Stan Lee In The Inevitable, Required Biopic
https://t.co/7iX6qvhKB9",en
,"IMHO, Gen Mcchrystal’s oped is a must read. https://t.co/fypg8zYcRJ",en
,@MyKrabs Also Stan Lee...Rip D:,en
,"I just want to express my appreciation to the Marvel man himself,
Stan Lee. May you rest In peace.😔
#StanLeeForever… https://t.co/qmOny3gyOr",en
,"Op-Ed's that I'd like to compose this week: an obituary for Stan Lee now that the dust has settled, and the overloo… https://t.co/h4piOD5h0i",en
,"Werewolf By Night #32 CGC 5.0 Signed by Stan Lee &amp; Al Milgrom, 1st Moon Knight https://t.co/E5N7mvwNxU https://t.co/kJ9IRnQbgp",en
,@bluemoonGG_ It’s kinda an unhealthy rl fixation spilling over into memes.  30 under 30 etc is fine and worth celeb… https://t.co/NjLZWbl6Du,en
,This #podcast by @MiddleUrinalPod is all you need! There are worse ways to spend your data plan. Listen now.… https://t.co/PpcuJxoOQI,en
,"I liked a @YouTube video https://t.co/p2gfhBN1S6 Stan Lee explains why Spider-Man is just a regular guy, 1977",en
,Words cannot describe @DinnerPodcast’s newest #podcast episode. Make your day better and listen. #StanLee #BSPN… https://t.co/JNn2J5Wqtu,en
,Kevin Feige Shares the MCU Joke #StanLee Cracked During Their Final Meeting https://t.co/Wtxdv8SSWo https://t.co/TekPJJBXZV,en
,"“So...if I’m gonna die, well... it might as well be driving my sword through the heart of that murderous hag.”
Cosp… https://t.co/Xi17Lqms6W",en
,But when I saw Stan Lee's Cameo though I just https://t.co/UGYQ1zYWd1,en
,They Should've Done That It Would Have Been Amazing since it is such a unique LTM and would make stan Lee proud of… https://t.co/kN0BifshNO,en
,Wreck it Ralph 2 was good and I teared up when Stan Lee showed up for his little cameo 😢,en
,@FortIeaks Stan lee didn’t create thanos tho,en
,@MuellerSheWrote @Dreadnoughtnot @realDonaldTrump Was Mueller created by the late Stan Lee?,en
,@wandziamaximoff Stan Lee...,en
,@omgpupsplease yeah earlier this year i said it made sense that the parkers were jewish considering stan lee’s infl… https://t.co/37QkSSJdhu,en
,OK what is even happening,en
,@MrRandem @Duwang991 @RainbowSquidInk @Maxxor501 @SuperSamZero64 @GunbladeKnight @ToshiroYamanaka @KingsDieTwice… https://t.co/erxXEZTl66,en
,The last time I saw Stan Lee in person he was getting jerked around by a convention that wasn’t going to pay and ha… https://t.co/kr9c35TG02,en
,@MikeFrancesa the ghost of Stan Lee haunts them,en
,@sean_tardy @FortniteINTEL R.I.P Stan Lee😔,en
,STAN LEE HAS A CAMEO IN WRECK IT RALPH!!!,en
,"“I am the monster parents tell their children about at night.”
Cosplay: Loki 
Cosplayer: miry_chan on Instagram 
Ph… https://t.co/gWmGrphkkg",en
,@Drank_FN @FortIeaks Stan lee is the creator of marvel and thanos is from marvel 🤦‍♂️,en
,Check out Funko Pop! Marvel Captain America Stan Lee Security Guard #283 Walmart Exclusive https://t.co/likPahBjol ⁦@eBay⁩,en
,@billmaher instead of criticizing someone like stan lee who has left a bigger legacy then you ever will..why dont y… https://t.co/N3DR9DqppX,en
,Marvel Remembers the Legacy of Stan Lee https://t.co/kiWMOIHFwb,en
,"@OzanTurkekul @TheRealStanLee @TomHolland1996 @BryanCranston @MarvelStudios @tomholland as Stan Lee aged 18-31,… https://t.co/gF99Zo9LFV",en
,"@BleacherReport @thecheckdown My God, Villanueva looks like a Stan Lee Super hero.",en
,"All I really need right now is Ben Hardy, Evan Peters, and Stan Lee in the same photo https://t.co/7QUvr0SsT6",en
,"I published my new episode 19- talking about Stan Lee, please check it out.
https://t.co/Y9WjF6whzZ",en
,I wasn’t prepared for Stan Lee to have a little cameo in wreck it Ralph 2 and I immediately started crying so that was fun.,en
,"I begin the countdown for @csbg at @cbr of the 100 Greatest Stan Lee Stories Ever Told! 

https://t.co/tKdI3myjjh",en
,UnOfficial Podcast Ep. 11 | Stan Lee Passing // Detective Pikachu // Red Dead Redemption 2 Online: https://t.co/In8FpBjwo7 via,en
,You'll be shocked at what is said in this episode from @DinnerPodcast. Stop what you're doing and listen now.… https://t.co/SnvrW7Y5WA,en
,Stan Lee was at last years ACE comic con and listening to him speak was a highlight of my year. This year just won’t feel as great 😞,en
,"NEW!! Bundle #PS4 Slim 1TB w/ #SpiderMan Game! #Marvel Sony #PlayStation4 Stan Lee #eBay
⏰ Ends in 5h
💲 Last Price… https://t.co/OdvWkegFAB",en
,Amazing Spider Man 3 CGC 4.0 SS Stan Lee Origin 1st app Doctor Octopus https://t.co/cCXHqK5olv https://t.co/cafaP83N2W,en
,"🚨Auction ending tonight!!!🚨 

X-Men #35 CGC 8.5 SSx2 Stan Lee and Tom Holland signed!!!

🕷Spider-Man meets the X-Me… https://t.co/XuLkZ3yRRb",en
,"Stan Lee needs to make a comic, It’s been awhile",en
,"Official design Stan Lee Marvel thank you for the memories shirt, hoodie, long sleeve https://t.co/jBKTLdT6di https://t.co/5fsfYIyhKs",en
,@MilaMiCali @beingTSJ @JakesTakes @JeremyAdamRoss I have a damn issue. #marvel,en
,"@wrongrogers Stan Lee: ""I don't feel so Fucking good guys...""",en
,"Our upcoming podcast on the great #StanLee is a fun one. Good memories, great banter and look at even the strangest… https://t.co/1nzAC2SxCz",en
,The short Stan Lee appearance in 'Reck It Ralph 2' bruh :((( https://t.co/T3bc09mJBH,en
,This was the wall after day 1 of #MCMBirmingham #StanLee https://t.co/t6aoziXjcE,en
,yes i am short and yes i love stan lee https://t.co/FsoEsYYdyQ,en
,"SNEAK PEEK: Stan Lee's ""Stripperella"" https://t.co/oAGjhgA1d9",en
,"@Great_Katzby Sounds like your toxic vile jealousy is eating you up. What kind of vile person are you? Labelling ""a… https://t.co/VPNiKy0pWc",en
,R.I.P to that Whole Legend! #Stanlee here’s him and his creations that people don’t speak too much about. But were… https://t.co/o0H8VQYukL,en
,It would be soo dope if @TheSims would immortalize @TheRealStanLee in the sims with a superhero expansion and put S… https://t.co/56QMHFZMly,en
,"SNEAK PEEK: ""Stan Lee's Lucky Man"" https://t.co/UdWwwKhaD3",en
,I added a video to a @YouTube playlist https://t.co/KLCHQtU03W COMO DIBUJAR A STAN LEE / HOMENAJE,en
,What Entrepreneurs Can Learn From Marvel Master Stan Lee https://t.co/nFcN0wEwrS https://t.co/0Vr9tHeJcH,en
,"Just putting it out there...Stan Lee's birthday...Avengers 4 trailer
@Russo_Brothers #freescreeningtickets if I'm right 😂🙏🤞",en
,@BeamSplashX Learn that your dreams and goals are reachable and that often your day in the sun will only come with… https://t.co/3s4ez0k1lj,en
,"@TheKasodus so hey i'm that guy who supports ruben sim and i try to cameo in each of his videos
would you say i'm l… https://t.co/JYwCNXWC3L",en
,@Damucifer Stan lee appearing during the convo,en
,"@mutable_me I just found today Stan Lee banned multiple question marks in marvel comics, you two would have gotten along",en
,@BeamSplashX Stan Lee only started to see results when he was much older and when it happened he had years of indus… https://t.co/FY3NI816D5,en
,"Stan Lee’s passing was incredibly sad for a lot of people. At @MCMComicCon they had a memorial for him, which was l… https://t.co/tHugoSitjS",en
,Check out Funko Pop Stan Lee Futuristic Glasses Walmart Guardians of the Galaxy New https://t.co/EnnLa8WYUZ #funkopop #originalfunko,en
,All thanks to Stan Lee 💞,en
,Essential Avengers Vol. 1 by Stan Lee https://t.co/CXNFMRQ41I #books #StanLee https://t.co/tkMjT8SSU2,en
,"The Michael Dean Show | Intelligent Dumbass
Reviews of #Creed2, #Widows, Nigerian Prince &amp; #Titans. Then we talk ab… https://t.co/EHA5q67s3J",en
,"The #Thing stuffing #MisterFantastic into a jar. 😂

#FF #Marvel #StanLee #JackKirby https://t.co/yIGx59fqDq",en
,"New Post!!! New video by Newova on YouTube

UnOfficial Podcast Ep. 11 | Stan Lee Passing // Detective Pikachu // Re… https://t.co/w52hzz4PLK",en
,"I wanna start doing a Daily Question thing, so I’ll start with this: Who’s your favorite Spider-Man author? (Beside… https://t.co/SbzQLuucWT",en
,Stunning LA Street Art Pays Tribute To The Late #StanLee - https://t.co/3YU8neXjQH https://t.co/lqLw1YHP7f,en
,the final video for page 57 of my comic #foundearth .. #comic #stanlee #cartoonbook #coloring book #allages... https://t.co/JYPf9dbDOD,en
,Next week's episode is: BEST STAN LEE CHARACTERS! (s/o to @JScottCampbell for the stunning art) https://t.co/ZAVUVt4KlS,en
,Oh yeah I totally forget that @MirandaSings and Stan Lee both made little cameos in Ralph Wrecks the Internet,en
,"Pittsburgh TSA woman looks at my Superman phone case
“That Marvel guy just died huh?”
In my mind: “Well yes Stan Le… https://t.co/YwCFffKIQs",en
,Why is everyone telling me to stan Lee? Is his music even good? Who is he?,en
,@KnikCage Also there was a Stan Lee cameo that I didnt expect to see in the movie and it made me sad,en
,@prattprattpratt @MarvelStudios Rip Stan lee,en
,"Fatman Beyond: Farewell, Stan Lee https://t.co/BhtccPvvRX via @YouTube",en
,"@DiscussingFilm Stan Lee felt that intelligence could inspire to be more, changing the perception of geeks in his c… https://t.co/yCkIt6Nlb2",en
,"Our vision isn't always clear-cut in the beginning.
#StanLee, #SpiderMan, #vision, Leadership https://t.co/PnKcUhPflv",en
,did stan lee’s funeral happen already?,en
,You know white people get buried right away,en
,Bklynjets back with some SPIDER-MAN- Turf wars . RIP STAN LEE: https://t.co/kdJEUasrHm via @YouTube,en
,Live at The Social Butterfly (11/17/18). I was trying to summon the strength of the Black Panther. RIP Stan Lee.… https://t.co/wVp0wczlwe,en
,"https://t.co/Kf0s9nNzG4 via @YouTube @ETCanada @etnow, @rozweston is calling non-actors “civilians” when speaking a… https://t.co/AnxsckDUHv",en
,Make Stan Lee Action Figure three other cool pics.! Leon one too nice oh another Christmas and many more.!!!!!!!!!!… https://t.co/E1eoR1InyQ,en
,R.I.P Stan Lee love to see people writing on the board @thatMarcWithaC,en
,"Jacked Stan Lee is working out next to me

Time to look for the nearest spider",en
,i was so proud of this revelation so if im right i better get massive clout,en
,@OriginalFunko @FunkoEurope hey don’t suppose there’s any chance you guys could bring out a Marvel 10 chrome Stan L… https://t.co/UbEq6ir7wj,en
,"Some thoughts on Stan Lee
https://t.co/4Gs3xV8yXp",en
,Lil Bro with right minded mind right,en
,a fiat stan and a lee stan COME ON MY PRETTIES LET OUT UR SOFT !,en
,"#BarackObama, #NeilGaiman &amp; more have chimed in on #BillMaher's comments about #StanLee https://t.co/im36r2mXhN https://t.co/zqT1L4hPRo",en
,sorry stan lee may you rest in peace knowing you made the world a happier place i know this is late but he still meant so much,en
,Amazing Spider-Man 692 50 Years Anniv print Signed by J Scott Campbell Stan Lee https://t.co/RTkMiHrY6F https://t.co/EROG3ivMtw,en
,"Hello everyone!
Today´s illustration is a #FantasticFour team poster I did some months ago.
#digitalart… https://t.co/jMYL4XKjkF",en
,So I'm watching venom and out of nowhere I caught myself fighting tears cuz they just showed Stan Lee 😥😭,en
,Bill Maher Comments/ Death of Stan Lee from episode 36 https://t.co/2fca95IzLH via @Audioboom,en
,"Interesting op ed by Stan McCrystal on loyalty, myths and why it’s time to stop venerating General Lee https://t.co/pK6wxCuV8B",en
,"https://t.co/BJUU12oMgt
Comics legend and Marvel icon Stan Lee has left us, we owe him a lot!",en
,"In case you missed it - Check out our tribute to Stan Lee. Let us know what you think - he was a trailblazer, indee… https://t.co/0hHj2XX1hF",en
,"Interesting op ed by Stan McChrystal on loyalty, myths and why it’s time to stop venerating General Lee https://t.co/IFYeUOMlzH",en
,how did i not know this,en
,@Bro_Team_Pill Where wey you wen Stan Lee don die?,en
,"@damonayoung @GreenJ @Meanjin Hey, are you going to write something about the significance of Stan Lee and Marvel t… https://t.co/Z9Jyiy4Q68",en
,"3 Reasons why I have this Avi right now.
1.Stan Lee is my hero, idol, the reason why I got into Marvel similar at h… https://t.co/YEEBwZzkXl",en
,"@SilERabbit Maher's marketing strategy is ""any publicity is good publicity"" ... He doesn't care about Stan Lee ...… https://t.co/Iu7F3jJzsv",en
,"@Marvel @TheRealStanLee @rachelfurbish19 
My tribute to Stan Lee what do u think https://t.co/aXjLrtuROA",en
,Stan Lee popping up in Ralph Wrecks The Internet was a sucker punch to the chest,en
,"Rip Stan Lee , Co creator of #BlackPanther with jack kirby before the first comic launch in 1966 #Artivism https://t.co/0gAEZpV3CM",en
,hi im a new acc but a long time queenie looking for some mutuals!! pls rt/like if you stan the following and i’ll f… https://t.co/E8h0U1BfVZ,en
,https://t.co/2fca95IzLH our discussion on @billmaher and his comments after the death of @TheRealStanLee #podcast… https://t.co/w0tcxqCKeD,en
,Was watching Venom &amp; Stan Lee cameo came up. Smh 😭Good movie tho,en
,I want Marvel movies to last long enough that the Stan Lee cameos eventually are just cutaways to the same scene ea… https://t.co/BThoYeSuM4,en
,Was re-watching Princess Diaries 2: Royal Engagement.. Just realized that Stan Lee made a cameo role there. 😅,en
,New episode is up! #billmaher #stanlee #creed2 #podcast #nerd #disney https://t.co/2Eb9Qbfnsq,en
,"@KurtBusiek @jeffparker @hotelfred @ErikJLarsen As a practical matter, I agree.  But he's about as close to a Stan… https://t.co/5ojyo24WGt",en
,Check out Stan Lee  Autographed  Spiderman  Poster  Stan Lee  Autographed  Items  https://t.co/nwzaBUlWbT via @eBay,en
,"Late to the party but I'm going to go out on a limb and say Venom is the 3rd best ""Spider-Man"" movie. Also, Stan Le… https://t.co/BLVQm2TgiH",en
,This is so emotional and beautiful. We will miss you Stan Lee. #Gonebutneverforgotten https://t.co/avWFewC7Q9,en
,"""Ad"" STAN LEE SIGNED AUTO 11 X 14 AVENGERS HULK THOR PHOTO EXCELSIOR HOLOGRAM! $200+ https://t.co/adw3X6t8kI… https://t.co/Om0Q6Z3prp",en
,"""Ad"" Legendary Spider-Man creator Stan Lee hand signed Autographed 8x10 Photo W COA https://t.co/RiaKziT159 #StanLee https://t.co/hObKfeS96K",en
,"""Ad"" Secret Wars 1 Mckone Variant Signed by STAN LEE Miles Morales Spiderman https://t.co/TRKgRfEKXD #StanLee https://t.co/waCsXmImut",en
,Check out what I just added to my closet on Poshmark: Marvel Stan Lee comic book 12 days/pair Socks.… https://t.co/rKzFDMbBCE,en
,I liked a @YouTube video https://t.co/DaVjHWox1L Spider-Man Cartoon Theme [8 Bit Tribute to Stan Lee] - 8 Bit Universe,en
,Stan Lee https://t.co/2GSqTA21tB,en
,@FortniteINTEL I feel like this is a thanos joke about stan lee,en
,I am watching Princess Diaries 2 and I just saw Stan Lee on it... Why am I just finding this out???,en
,"It's usually my aim to wait to meet people I admire, especially fellow writers and creatives, as peers. But screw i… https://t.co/d3N5sHZvse",en
,In honor of Stan Lee.  A creative genius who contributed more to the world of the #occult than most will ever reali… https://t.co/0BZhrxF3ET,en
,sorry tumblr recommended me a video of stan lee meeting the tokusatsu spiderman and he calling him “my son” and i h… https://t.co/bkERQ6QNI9,en
,sorry tumblr recommended me a video of stan lee meeting the tokusatsu spiderman and straight up calling him “my son… https://t.co/cgDbKmpKRZ,en
,@BadwanBlood Stan lee https://t.co/jqderEp5d1,en
,"Here's the latest episode from @DinnerPodcast. Be breathtaking. Listen at work, in the car, while fornicating! Hoor… https://t.co/uNiUBgc29a",en
,wait was this not a stan lee tribute👀💀,en
,@Man_Smarts @Turbo_Puns @SplinterVRL @kujoutaro @wowwhataparty @JulioCorazon @aiexflsh @YouTube Stan Lee wrote and… https://t.co/hydA8fxhIY,en
,"Newest episode paying respects to Stan Lee and talking about the power of the tongue. 
https://t.co/OPR0xb0cWM",en
,@_mcchris Gotta have a Stan lee audio cameo. Like Vincent Price in thriller,en
,Stan Lee's cameo in Princess Diaries 2 https://t.co/rPjmpDwZ0r,en
,"My sister gave me Thor’s hammer, Mjolnir. I sanded, painted &amp; aged it for fun. If you are looking to do some Thor c… https://t.co/625xg5Nkwh",en
,"Just watched ralph breaks the internet and realized it had a Stan Lee cameo. 
The memories arrive..",en
,El cameo de Stan Lee en Ralph Breaks the Internet 😞,en
,Check out MARVEL 75TH ANNIVERSARY CELEBRATION #1 / STAN LEE'S LAST STORY 2014 / COMICS  https://t.co/JTIwwzXkMU via… https://t.co/wldn0D8FyC,en
,"I liked a @YouTube video https://t.co/m0VAjgv7EZ Bill Maher Trashes Stan Lee, Calls Comics Dumb &amp; Blames Him For Trump",en
,I liked a @YouTube video https://t.co/TtETqbjcd3 SPIDER-MAN PS4 Walkthrough Gameplay Part 6 - STAN LEE (Marvel's Spider-Man),en
,@Marvel @MarvelStudios @MarvelUK @VancityReynolds In place of having all of the Stan Lee Cameos (RIP Stan Lee) You… https://t.co/5uSx81OI1t,en
,@MFXPodcast is dropping knowledge like it’s going out of style on this episode! It's just a click away! #StanLee… https://t.co/KBPJafoRCy,en
,"Wise words by our Diana 
FOLLOW FOR MORE DC/MARVEL QUOTES

#dc #marvel #comic #fandom #justiceleague #avengers… https://t.co/5ANpADjEs9",en
,At this point I wouldn't be surprised if my mother kicked the bucket just because she wanted to hangout with Stan Lee.,en
,This year was so long because none of us wanted to get to the day of Stan Lee’s death yet. :’(,en
,HEHDJD I FEEL SO BAD FOR STRAY KIDS MINHO BC IF A SUEWEETIE ISNT  A SKZ STAN THEYLL....,en
,Could not of said it better. What a shame this is Bill's opinion.,en
,@kwilli1046 And therothat scumbag Stan Lee right next to her! He was probably a pedo!,en
,"Deviating from MHA Cosplay's in honor of Stan Lee
#maryjanewstson #spiderman #marvel #stanlee #mj https://t.co/8npTE0M3RC",en
,"May our king return soon

.
#dc #marvel #comic #fandom #justiceleague #avengers #disney #xmen #stanlee #multifandom… https://t.co/qJxiZkRy22",en
,Flynn showed me a picture of David Lee Roth and I think I’m losing it.... we stan Dumbasses,en
,Stan lee tribute: https://t.co/GMnJlzfag8 via @YouTube,en
,"Now that Stan Lee is gone, I finally feel free to say.....Super Heroes are fucking stupid....",en
,Stan Lee harnesses the power of the Ultimate Nullifier to bring Peter Parker back from Counter-Earth,en
,"The cameo of Stan Lee in wreck-it ralph 2, broke my heart!!! RIP Stan Lee.",en
,"You don't get to speak, not after your disrespectful piece of trash you wrote on Stan Lee.",en
,A little late but this is in honor for Stan Lee https://t.co/i7KJKSNmaK,en
,OPE JUST SAW STAN LEE WOW MY HEART,en
,A little late but this in honor of Stan the Man Lee https://t.co/DOK7KTH1ui,en
,I liked a @YouTube video https://t.co/GtcvnW0KIJ WatchMojo's Tribute to Stan Lee,en
,Rip Stan Lee https://t.co/XoicWpgibB,en
,That reminds me...after what you said about Stan Lee after he had passed away...something you didn't have the balls… https://t.co/JYbJS8o56w,en
,Funko Pop STAN LEE #3 Red Superhero Comikaze Exclusive W/PROTECTOR https://t.co/N0nZX9MtgX,en
,"Abortion advocates refuse to see unborn babies as human beings even though it’s right in front of their eyes.  

Th… https://t.co/i8GZL8KDqL",en
,Stan Lee Net Worth https://t.co/E5ujh5E6sU https://t.co/vl1vuFrZlY,en
,I liked a @YouTube video https://t.co/LKSGecDimx Draw My Life : Stan Lee (Tribute),en
,"There’s a monster in the streets, somethings wrong with Crystal -
can Reed return Ben to normal ?",en
,We're in! #StanLee @therealstanlee,en
,@billmaher Suck it. https://t.co/XBFK1EuiTZ,en
,"Trend Ranking within 24 hours

No.1 Markelle Fultz
https://t.co/3ALhUvG8zO
No.2 Stan Lee
https://t.co/RAYk9xQn69
No… https://t.co/lAqbTn7JHI",en
,YOU KNOW YOU THE 🐐 WHEN SATAN GIVES YOU PROPS!!!,en
,"Well, the gang took care of the monster (&amp; now Ben’s frozen in a block of ice !)",en
,in tribute to the legend stan lee i just wanted to say that stan you cant hear me but thank you you have pushed you… https://t.co/z1iyBqYqim,en
,@GHLPodcast is always time well spent! Give them a listen and learn a thing or two! @AshleyVRobinson &amp; @Jawiin are… https://t.co/XgtlGX1ORJ,en
,Talk about the popularity of Lee minho in the heirs ~ I love that drama and he was 26. How could some “Ong stan” sa… https://t.co/MgIroGFbD0,en
,Rip to the g Stan Lee a true legend and a Piller of my childhood https://t.co/E5nws0gmXG,en
,I liked a @YouTube video https://t.co/dF0s39q4er Dee Runk Comics remembers the great Stan Lee. EP 32,en
,"Do I pay some bills, finish writing that Stan Lee article or just eff off on Twitter?",en
,@nayibbukele Excepto Stan Lee :'v,en
,@Maximosis @CHAOSmangual Perfect time to visit Stan Lee,en
,"@RobertIger Good evening, Mr. Iger. In light of Stan Lee's death I have submitted to Robert Downy JR my resume, por… https://t.co/cefzb6bvFF",en
,"Here’s a rundown of Marvel-based films on Netflix inspired by Lee:
• “Black Panther”
• “Thor: Ragnarok”
• “Guardian… https://t.co/dT0bPPOxCC",en
,"Got bold with colored pencils for hobgoblin.

Thanks (again) for everything, Stan Lee.

RIP. Glad I rediscovered th… https://t.co/Z1WWQR2YJn",en
,It’s heartbreaking telling sophie that Stan lee died :(,en
,"@cmautner does writing the Stan Lee article pay the bills? if no, well, there is that third option",en
,"Reed has managed to give Ben the ability to change into the Thing &amp; back to human at will, but at what cost ?",en
,"I'm Ready to Print !
EXCELSIOR!!
@TheRealStanLee
#stanlee #excelsior #marvel #marvelstudios #marvelcomics https://t.co/tgy3uXOZbL",en
,"@joss @TheRealStanLee R.i.p. stan lee, #excelsior",en
,"Truly hope that Stan Lee's gravestone simply read: 

""Nuff Said""",en
,"I'm still sad than Stan Lee died.

@elonmusk please create immortality, please, thankyou.",en
,I added a video to a @YouTube playlist https://t.co/w6NoKkBJJY Stan Lee and Spider-Man drawn by Humberto Ramos #ArtRush,en
,Wolverine Stickers https://t.co/Nu8zXidLDQ …..#wolverine #marvel #hughjackman #comics #marvelwolverine #Comicimages… https://t.co/NUPKTZZ7hW,en
,"I'm still sad that Stan Lee died.

@elonmusk please create immortality, please, thankyou.",en
,STAN LEE,en
,"Richard Janus (a friend of Reed’s) in performing risky experiments with negative energy, has created a dangerous op… https://t.co/hzTIO8UvO8",en
,OMG I just saw Stan Lee in Marvels Spider-Man and now im emotional...,en
,A few more #Universal pics other than #HarryPotter. #simpsons #jurassicpark #marvel #StanLee #spiderman… https://t.co/6qFfe6jqcC,en
,How Many Of These Did You Know? 10 Non-Marvel Comics Characters That Stan Lee Created #StanLee #ThankYouStan… https://t.co/zSRnqzyMZ4,en
,"""Spider Toys"" the new Marvel movie
 inspired by the movie spiderman homecoming and Toy Story. 
NOTE: ✍️💚💛💜❤️💨 Also… https://t.co/faaYyDE8Pi",en
,Marvel Studios’ Kevin Feige describes his last ever meeting with Stan Lee https://t.co/MHIJXLYdPH https://t.co/XvbwUFrQvm,en
,@AverageFanboy_ @stanlee @billmaher Wrong Stanley account @TheRealStanLee,en
,RIP Stan Lee The God Father Of Marvel Fashion Trends &amp;amp; Clothing for Teens - https://t.co/NSNdvAddoh https://t.co/O1MzQvl4Si,en
,Remembering Stan Lee... https://t.co/d8uciULZfl via @YouTube,en
,"@HayleyA86513689 @xxxtentacion Stop. We don't we make a day after Stan Lee, Michael Jackson, etc. Why should we mak… https://t.co/AbTJwc2MuN",en
